,acc_x,acc_y,acc_z,offset
143,-0.8078014267229436,-2.5210392262360384,9.654414819493843,2021-06-15 16:49:22.725
144,-0.7683889371636934,-2.4939469496049727,9.443575882062861,2021-06-15 16:49:22.625
145,-0.8247266279570227,-2.3747240899331734,9.60784693085646,2021-06-15 16:49:22.525
146,-0.7850616850762007,-2.4933069631594575,9.532272119753058,2021-06-15 16:49:22.425
147,-0.790702421343485,-2.461117028502402,9.558899062426446,2021-06-15 16:49:22.325
148,-0.7517598199246331,-2.505396632188124,9.596784658184436,2021-06-15 16:49:22.215
149,-0.7953516812465855,-2.4123738622572635,9.522451662803093,2021-06-15 16:49:22.105
150,-0.7470399862215031,-2.4590918479851394,9.611555763661368,2021-06-15 16:49:22.005
151,-0.7301205730254254,-2.4768387535831433,9.661782836208445,2021-06-15 16:49:21.905
152,-0.7096309731287045,-2.4605593530562877,9.664741300306826,2021-06-15 16:49:21.805
153,-0.7407074788941588,-2.4722750987190634,9.545304938515837,2021-06-15 16:49:21.695
154,-0.7310655672706996,-2.43666071362209,9.69912268620519,2021-06-15 16:49:21.595
155,-0.716621998994502,-2.4532997229808284,9.597649407344203,2021-06-15 16:49:21.495
156,-0.7532552500962082,-2.3867367575568137,9.614905764746387,2021-06-15 16:49:21.385
157,-0.7267570763812168,-2.419504203816053,9.571006588484387,2021-06-15 16:49:21.285
158,-0.7484753724453719,-2.428326804813598,9.645962637837883,2021-06-15 16:49:21.185
159,-0.7087765787259719,-2.412140612924295,9.66946406605214,2021-06-15 16:49:21.075
160,-0.751037900917354,-2.3914253801400704,9.588536150044408,2021-06-15 16:49:20.975
161,-0.7247273569205317,-2.393196519536225,9.660190433025559,2021-06-15 16:49:20.875
162,-0.6985992024421981,-2.4259504335114177,9.676905672742224,2021-06-15 16:49:20.775
163,-0.7020849253788872,-2.4200058028148166,9.685772752746917,2021-06-15 16:49:20.675
164,-0.7204857559384539,-2.3386759597938855,9.63694106618285,2021-06-15 16:49:20.575
165,-0.7355613811332347,-2.365408142549699,9.55325652189362,2021-06-15 16:49:20.475
166,-0.7003521439740881,-2.3774598403857796,9.683788266055034,2021-06-15 16:49:20.375
167,-0.7124828228270923,-2.3308698928376517,9.577315514544564,2021-06-15 16:49:20.215
168,-0.7249585958367468,-2.3125384738869506,9.702347807125186,2021-06-15 16:49:20.065
169,-0.7003277231067415,-2.342201934774242,9.613612342230573,2021-06-15 16:49:20.055
170,-0.6465017317137394,-2.3915173193649784,9.674946770860243,2021-06-15 16:49:19.856
171,-0.713494659955225,-2.34593541574889,9.704032494639701,2021-06-15 16:49:19.845
172,-0.7199687997134367,-2.3667102912418314,9.588058498312535,2021-06-15 16:49:19.646
173,-0.6841178109573667,-2.3636829116350677,9.652487675182817,2021-06-15 16:49:19.545
174,-0.6630776774361853,-2.425885150910812,9.674664428643675,2021-06-15 16:49:19.435
175,-0.6700426482415744,-2.36040651836181,9.645480678004787,2021-06-15 16:49:19.435
176,-0.6854902069114805,-2.189674956407538,9.950327187235017,2021-06-15 16:49:19.335
177,-0.7637282754035011,-1.8706883750924561,9.701825054043878,2021-06-15 16:49:19.235
178,-0.7743378639521026,-1.511048992710462,9.751328515230167,2021-06-15 16:49:19.135
179,-0.7151536353069181,-1.3244911920472457,9.981163090856267,2021-06-15 16:49:19.035
180,-0.4247306527842585,-0.7120234214300547,10.00341835095787,2021-06-15 16:49:18.936
181,-0.4330813760815966,-0.23836171768064363,10.171308844525825,2021-06-15 16:49:18.825
182,-0.17400118316274948,0.2248473369816124,10.224422988658086,2021-06-15 16:49:18.725
183,0.06320374099898096,0.8021363849264911,10.425186486614816,2021-06-15 16:49:18.625
184,0.48265548008334713,0.4676743599017037,10.249941563426297,2021-06-15 16:49:18.515
185,0.5892549660228066,0.5965223296658415,10.193823430472392,2021-06-15 16:49:18.415
186,0.6389470335753757,0.6696990784481405,10.408021689584206,2021-06-15 16:49:18.315
187,1.0326531128474543,0.4208025578990795,10.525380216801226,2021-06-15 16:49:18.215
188,1.337221910084633,-1.4614271514091222,10.085269580655691,2021-06-15 16:49:18.105
189,0.7250265769477897,-3.359111581255882,8.989981268516415,2021-06-15 16:49:18.005
190,0.6487488735729481,-1.754197706880885,9.582287802049752,2021-06-15 16:49:17.905
191,0.7649988773051262,0.9236994023377187,10.400413144695866,2021-06-15 16:49:17.795
192,1.6204666987380496,0.24012118811084227,10.65714741114541,2021-06-15 16:49:17.695
193,2.3235388442852587,-2.5004561138569796,10.397729091738094,2021-06-15 16:49:17.595
194,1.307051258651012,-1.6503842223553282,9.338330556929288,2021-06-15 16:49:17.485
195,1.1150166754348247,-0.0015597868394410241,10.649574120780551,2021-06-15 16:49:17.375
196,2.0495222630025456,-0.3901813908193952,9.79187634703064,2021-06-15 16:49:17.275
197,3.118362024237843,-1.9928276353355105,9.710430279611774,2021-06-15 16:49:17.165
198,2.0852009922984864,-1.5891179368512418,9.936099534675455,2021-06-15 16:49:17.065
199,1.5822795608786864,-1.4116258076232682,10.384829879003792,2021-06-15 16:49:16.965
200,3.174504713275703,-1.6272317346123741,10.41379821046547,2021-06-15 16:49:16.865
201,2.2404266330483362,-1.5453599006888608,9.060117596213416,2021-06-15 16:49:16.756
202,1.3556960530684075,-2.2352588992624147,10.189198151784044,2021-06-15 16:49:16.656
203,1.5394947465135649,-1.8190338336063285,10.006958087144518,2021-06-15 16:49:16.555
204,1.9869513316425513,-1.3520385548200746,10.112192731789834,2021-06-15 16:49:16.455
205,2.6932788314577767,-1.3735859104678498,9.78174424160885,2021-06-15 16:49:16.355
206,1.9908451810305938,-1.8347374581445992,10.026834235196144,2021-06-15 16:49:16.255
207,1.372050307375728,-3.33021233774166,8.984470653512794,2021-06-15 16:49:16.145
208,1.3231644709128392,-2.9012317378726524,9.58013320954315,2021-06-15 16:49:16.045
209,0.9786912535351286,-2.467587088119066,9.887735581165899,2021-06-15 16:49:15.945
210,1.2207311663797942,-2.9512148093688793,9.415633612152734,2021-06-15 16:49:15.835
211,1.339417114586804,-2.445805073010631,9.528782773630882,2021-06-15 16:49:15.725
212,1.463555368631729,-2.7689426910117225,9.739928868368974,2021-06-15 16:49:15.626
213,1.5445215917548687,-2.9316136753363713,9.601540203113888,2021-06-15 16:49:15.515
214,1.3781534707781333,-2.747659132129831,9.40246063909764,2021-06-15 16:49:15.415
215,1.0936180001626492,-2.764227510724368,9.526690092899877,2021-06-15 16:49:15.305
216,0.8220992277888761,-2.6036288373503504,9.51203971490023,2021-06-15 16:49:15.196
217,0.8243468303264707,-2.6664318863340504,9.816857000830858,2021-06-15 16:49:15.095
218,1.1905609659485188,-2.5776628130898556,9.812737977455704,2021-06-15 16:49:14.995
219,0.8247011267651376,-1.7977993738287452,9.878515197366472,2021-06-15 16:49:14.895
220,-0.08178040446137325,-2.589914988240516,9.320125527181244,2021-06-15 16:49:14.785
221,-0.8309153034034635,-2.250267876956238,9.500637766125141,2021-06-15 16:49:14.675
222,-1.0477143135963896,-1.5861302885615975,10.129929231477721,2021-06-15 16:49:14.565
223,-0.12268291812076959,-2.438640985299685,9.65063779879825,2021-06-15 16:49:14.465
224,0.15690168232097612,-1.707327011436417,9.993003977165847,2021-06-15 16:49:14.355
225,-0.6333602683771995,-1.0025302847043265,9.315178758381693,2021-06-15 16:49:14.256
226,-0.820881608849908,-1.9123107532639008,9.758981649175636,2021-06-15 16:49:14.145
227,-0.5184969478697368,-1.301630319232168,10.310790595863802,2021-06-15 16:49:14.035
228,-0.28348281264398234,-1.4757473590890595,9.567643599497234,2021-06-15 16:49:13.925
229,-0.7623225412878947,-1.4438290540120775,9.654740109036647,2021-06-15 16:49:13.825
230,-1.1177763556387548,-0.9222383295666083,10.174464537493137,2021-06-15 16:49:13.716
231,-0.6788833984435625,-1.6213927097526741,9.782670050068672,2021-06-15 16:49:13.616
232,-0.1823016744347663,-1.4275453722571707,10.062552343051484,2021-06-15 16:49:13.506
233,-0.5232693491007907,-0.659979751379705,10.103045304874739,2021-06-15 16:49:13.405
234,-0.6828550001739582,-1.6837820210960759,9.692347632201779,2021-06-15 16:49:13.305
235,-0.727251403386219,-1.322230933502356,10.0912594614024,2021-06-15 16:49:13.195
236,-0.2757085138010331,-1.4339699435100557,9.750858737801822,2021-06-15 16:49:13.085
237,-0.6644821754201873,-1.565409499811833,9.715886621124055,2021-06-15 16:49:12.975
238,-1.4686751908853886,-1.4866180249779029,9.798811261696349,2021-06-15 16:49:12.865
239,-1.4085853626469285,-1.8125376527269057,9.744212043526543,2021-06-15 16:49:12.765
240,-1.2544144840658666,-1.26734130687804,9.975871522262652,2021-06-15 16:49:12.665
241,-1.0071956860955291,-1.257529093437983,9.474944639270731,2021-06-15 16:49:12.555
242,-0.8879532042582556,-1.294404651464942,9.946718883194647,2021-06-15 16:49:12.445
243,-0.8592031802128874,-1.3884252913635065,9.796081247798737,2021-06-15 16:49:12.345
244,-1.4694222750332808,-1.5371216449087246,10.041192591695252,2021-06-15 16:49:12.245
245,-1.0630351055005414,-1.3301668517255574,9.65685033459449,2021-06-15 16:49:12.146
246,-0.8891239619273577,-1.7621175804645945,10.019347834173535,2021-06-15 16:49:12.045
247,-0.5938257683257062,-1.0961294201213603,9.575783304635062,2021-06-15 16:49:11.946
248,-0.8722168481990196,-1.4622577833239516,9.761595396734224,2021-06-15 16:49:11.835
249,-1.1590160869181132,-1.2530447974653,9.984394452088942,2021-06-15 16:49:11.735
250,-1.0815039274728648,-1.074492614718729,10.35609843722916,2021-06-15 16:49:11.635
251,-0.4888157254622807,-1.904262713115576,10.377395799787138,2021-06-15 16:49:11.535
252,-0.4984991652677988,-1.4455286330956323,9.782220406576435,2021-06-15 16:49:11.426
253,-0.5679111565423274,-1.0986937333804003,9.280609553926338,2021-06-15 16:49:11.325
254,-0.7758238022550661,-1.5737609320783807,9.818003136885086,2021-06-15 16:49:11.226
255,-0.711345789866338,-1.3749457158680274,10.234353560801571,2021-06-15 16:49:11.115
256,-0.5274857341568806,-1.1483996095695095,9.830207280274335,2021-06-15 16:49:11.015
257,-0.47159615716076964,-1.7200896097701355,9.566359268003916,2021-06-15 16:49:10.916
258,-0.5817631571876314,-1.4666106509514747,9.9478710791829,2021-06-15 16:49:10.805
259,-0.7534318881627706,-1.6554044509466292,9.306171986960791,2021-06-15 16:49:10.705
260,-0.8821682369908224,-1.3714596250729185,9.972210334558376,2021-06-15 16:49:10.605
261,-0.4195076895928189,-1.567814545273178,9.756912903984233,2021-06-15 16:49:10.495
262,-0.3255278041343552,-1.774535943635804,10.35784313092482,2021-06-15 16:49:10.385
263,-0.7117648020423124,-1.3979564804594404,8.92044129593122,2021-06-15 16:49:10.275
264,-0.8065822593541976,-2.2223798844981455,9.874225682524157,2021-06-15 16:49:10.175
265,-0.9410319099883548,-2.4910963317963644,9.426161123530765,2021-06-15 16:49:10.075
266,-0.514980045399051,-2.610905671295288,9.878266799290436,2021-06-15 16:49:09.975
267,-0.6005004909640157,-2.5791462914863783,9.511101109690106,2021-06-15 16:49:09.875
268,-1.1096584158865739,-2.23900682166307,9.065437257875342,2021-06-15 16:49:09.765
269,-0.83962403912453,-2.742455284661873,9.928703055980472,2021-06-15 16:49:09.665
270,-0.6562898873811676,-2.7052684731904355,10.109018844122915,2021-06-15 16:49:09.566
271,-0.9738131621385875,-2.2246088560456467,9.02191127064393,2021-06-15 16:49:09.465
272,-0.7639559509447322,-2.491089599520922,9.687775041691804,2021-06-15 16:49:09.365
273,-0.9132424363020688,-2.6881183837917626,10.315872349427677,2021-06-15 16:49:09.256
274,-0.6899780386500896,-2.507971262613004,9.71395316144395,2021-06-15 16:49:09.155
275,-0.8791139409563482,-2.5194189803248626,9.624001766114686,2021-06-15 16:49:09.055
276,-1.0623768838847067,-2.767715242154179,10.021630867060788,2021-06-15 16:49:08.945
277,-0.8898068377734156,-2.547221832423441,9.758039119186298,2021-06-15 16:49:08.835
278,-0.6611592490666991,-2.038530774624157,8.864907960879304,2021-06-15 16:49:08.735
279,-0.6861476013667085,-2.3899907397534768,9.56330430422031,2021-06-15 16:49:08.635
280,-0.9538703220758897,-2.428338509244951,9.342188016384434,2021-06-15 16:49:08.535
281,-0.9315887290195806,-2.5087025968383863,9.897450347637378,2021-06-15 16:49:08.436
282,-0.5530476152990433,-2.615361874049875,9.691738512328593,2021-06-15 16:49:08.335
283,-0.7877634137091423,-2.5018547555796746,9.89832706915315,2021-06-15 16:49:08.225
284,-0.7717534079861132,-2.5451642797541667,9.68282181081149,2021-06-15 16:49:08.116
285,-0.6231963957271467,-2.5639320021278382,9.72212763098008,2021-06-15 16:49:08.005
286,-1.174765760168795,-2.425351282329206,9.805445677730434,2021-06-15 16:49:07.895
287,-0.7262741821983467,-2.547112168840533,9.828071193161247,2021-06-15 16:49:07.785
288,-0.7414731227996936,-2.6291928807771705,9.464669648694734,2021-06-15 16:49:07.685
289,-1.1318599325595238,-2.605477745401104,9.600442724976343,2021-06-15 16:49:07.586
290,-0.9268574673099803,-2.691199777729959,9.258813131471506,2021-06-15 16:49:07.486
291,-0.7609412192418636,-2.8370536065086887,10.103869418429426,2021-06-15 16:49:07.375
292,-0.855935738664868,-2.7839272971225477,9.39799699145784,2021-06-15 16:49:07.275
293,-0.8530618094797184,-2.674790755022708,9.891630816313617,2021-06-15 16:49:07.176
294,-0.6237395831901702,-3.146705049213022,9.714402858301876,2021-06-15 16:49:07.066
295,-0.8290256794390751,-2.8832127733064032,9.407260817519507,2021-06-15 16:49:06.965
296,-0.9838976981457006,-2.6782595408516094,9.590392422891803,2021-06-15 16:49:06.855
297,-0.9577435708349253,-2.780598388336413,9.224505637841352,2021-06-15 16:49:06.755
298,-0.8397632115271085,-2.5774131202721158,9.662838157825169,2021-06-15 16:49:06.654
299,-0.9026483744418139,-2.8051505101342125,9.485663175788783,2021-06-15 16:49:06.554
300,-0.7636947470868174,-2.8793516204201923,9.28424962654563,2021-06-15 16:49:06.454
301,-1.036022615925926,-2.979088357332405,9.41538035021222,2021-06-15 16:49:06.354
302,-1.0920967830906292,-3.1065394198724263,9.482020246503723,2021-06-15 16:49:06.254
303,-0.7616846663365988,-2.9502814860774933,9.273118764401225,2021-06-15 16:49:06.144
304,-0.8207831906379337,-3.128260631140275,9.576735211463287,2021-06-15 16:49:06.045
305,-1.2017699850478973,-3.2033524493450773,9.615655669043873,2021-06-15 16:49:05.944
306,-1.0437952512121362,-3.1509838503374605,9.640061794155343,2021-06-15 16:49:05.834
307,-0.9250823120742313,-3.0917078034890024,9.160184190802354,2021-06-15 16:49:05.724
308,-0.7936414988955165,-2.940831075936686,9.531561656278523,2021-06-15 16:49:05.614
309,-0.9352399174983355,-3.3189552071013324,9.521891548773482,2021-06-15 16:49:05.504
310,-0.9007724751265325,-3.2613329939283084,9.681056692862487,2021-06-15 16:49:05.404
311,-0.9374983393049352,-3.158212325475569,9.375735885334468,2021-06-15 16:49:05.304
312,-0.9236639711011878,-3.1133178294262223,8.926333439714993,2021-06-15 16:49:05.204
313,-0.8656214986413806,-3.140312303067156,9.108830446610295,2021-06-15 16:49:05.104
314,-0.6480085589016473,-3.283154300205575,9.7401012963158,2021-06-15 16:49:05.004
